source,target,value
Lactate,Pyruvate,0.3
Lactate,bOHbutyrate,0.3
Acetoacetate,bOHbutyrate,0.3
Acetone,bOHbutyrate,0.3
Lactate,Acetoacetate,0.3
bOHbutyrate,Acetoacetate,0.3
Acetone,Acetoacetate,0.3
bOHbutyrate,Acetone,0.3
Acetoacetate,Acetone,0.3
Phosphatidylc,GlycA,0.3
Sphingomyelins,GlycA,0.3
Omega_6,GlycA,0.3
MUFA,GlycA,0.3
L_LDL_FC,GlycA,0.3
MUFA_pct,XXL_VLDL_P,0.3
XXL_VLDL_L,XXL_VLDL_P,0.3
XXL_VLDL_PL,XXL_VLDL_P,0.3
XXL_VLDL_FC,XXL_VLDL_P,0.3
XXL_VLDL_TG,XXL_VLDL_P,0.3
XL_VLDL_P,XXL_VLDL_P,0.3
XL_VLDL_PL,XXL_VLDL_P,0.3
XL_VLDL_FC,XXL_VLDL_P,0.3
M_VLDL_L,XXL_VLDL_P,0.3
S_VLDL_FC,XXL_VLDL_P,0.3
S_LDL_TG,XXL_VLDL_P,0.3
M_VLDL_TG_pct,XXL_VLDL_P,0.3
S_VLDL_PL_pct,XXL_VLDL_P,0.3
S_VLDL_TG_pct,XXL_VLDL_P,0.3
M_HDL_TG_pct,XXL_VLDL_P,0.3
VLDL_size,XXL_VLDL_L,0.3
Total_FA,XXL_VLDL_L,0.3
SFA,XXL_VLDL_L,0.3
DHA_pct,XXL_VLDL_L,0.3
XXL_VLDL_P,XXL_VLDL_L,0.3
XXL_VLDL_PL,XXL_VLDL_L,0.3
XXL_VLDL_C,XXL_VLDL_L,0.3
XXL_VLDL_FC,XXL_VLDL_L,0.3
XXL_VLDL_TG,XXL_VLDL_L,0.3
XL_VLDL_L,XXL_VLDL_L,0.3
XL_VLDL_PL,XXL_VLDL_L,0.3
XL_VLDL_FC,XXL_VLDL_L,0.3
S_HDL_FC,XXL_VLDL_L,0.3
XXL_VLDL_C_pct,XXL_VLDL_L,0.3
L_VLDL_CE_pct,XXL_VLDL_L,0.3
IDL_FC_pct,XXL_VLDL_L,0.3
S_LDL_TG_pct,XXL_VLDL_L,0.3
S_HDL_FC_pct,XXL_VLDL_L,0.3
XXL_VLDL_P,XXL_VLDL_PL,0.3
XXL_VLDL_L,XXL_VLDL_PL,0.3
XXL_VLDL_C,XXL_VLDL_PL,0.3
XXL_VLDL_FC,XXL_VLDL_PL,0.3
XXL_VLDL_TG,XXL_VLDL_PL,0.3
XL_VLDL_FC,XXL_VLDL_PL,0.3
M_VLDL_L,XXL_VLDL_PL,0.3
M_VLDL_TG,XXL_VLDL_PL,0.3
S_LDL_TG,XXL_VLDL_PL,0.3
M_VLDL_PL_pct,XXL_VLDL_PL,0.3
XS_VLDL_FC_pct,XXL_VLDL_PL,0.3
S_HDL_FC_pct,XXL_VLDL_PL,0.3
XXL_VLDL_L,XXL_VLDL_C,0.3
XXL_VLDL_PL,XXL_VLDL_C,0.3
XXL_VLDL_CE,XXL_VLDL_C,0.3
XXL_VLDL_FC,XXL_VLDL_C,0.3
XL_VLDL_C,XXL_VLDL_C,0.3
XL_VLDL_FC,XXL_VLDL_C,0.3
S_LDL_CE_pct,XXL_VLDL_C,0.3
S_LDL_TG_pct,XXL_VLDL_C,0.3
XXL_VLDL_C,XXL_VLDL_CE,0.3
XXL_VLDL_FC,XXL_VLDL_CE,0.3
XL_VLDL_C,XXL_VLDL_CE,0.3
XL_VLDL_CE,XXL_VLDL_CE,0.3
IDL_C,XXL_VLDL_CE,0.3
IDL_CE,XXL_VLDL_CE,0.3
S_LDL_CE,XXL_VLDL_CE,0.3
S_LDL_FC,XXL_VLDL_CE,0.3
S_LDL_TG,XXL_VLDL_CE,0.3
XL_HDL_P,XXL_VLDL_CE,0.3
XXL_VLDL_CE_pct,XXL_VLDL_CE,0.3
L_VLDL_PL_pct,XXL_VLDL_CE,0.3
M_LDL_CE_pct,XXL_VLDL_CE,0.3
S_LDL_PL_pct,XXL_VLDL_CE,0.3
S_LDL_CE_pct,XXL_VLDL_CE,0.3
VLDL_FC,XXL_VLDL_FC,0.3
HDL_size,XXL_VLDL_FC,0.3
LA,XXL_VLDL_FC,0.3
XXL_VLDL_P,XXL_VLDL_FC,0.3
XXL_VLDL_L,XXL_VLDL_FC,0.3
XXL_VLDL_PL,XXL_VLDL_FC,0.3
XXL_VLDL_C,XXL_VLDL_FC,0.3
XXL_VLDL_CE,XXL_VLDL_FC,0.3
XL_VLDL_FC,XXL_VLDL_FC,0.3
M_VLDL_TG,XXL_VLDL_FC,0.3
S_LDL_FC,XXL_VLDL_FC,0.3
S_LDL_TG,XXL_VLDL_FC,0.3
XXL_VLDL_FC_pct,XXL_VLDL_FC,0.3
IDL_FC_pct,XXL_VLDL_FC,0.3
S_HDL_FC_pct,XXL_VLDL_FC,0.3
Sphingomyelins,XXL_VLDL_TG,0.3
SFA,XXL_VLDL_TG,0.3
PUFA_pct,XXL_VLDL_TG,0.3
XXL_VLDL_P,XXL_VLDL_TG,0.3
XXL_VLDL_L,XXL_VLDL_TG,0.3
XXL_VLDL_PL,XXL_VLDL_TG,0.3
XL_VLDL_L,XXL_VLDL_TG,0.3
XL_VLDL_PL,XXL_VLDL_TG,0.3
XL_VLDL_TG,XXL_VLDL_TG,0.3
M_VLDL_TG,XXL_VLDL_TG,0.3
S_VLDL_P,XXL_VLDL_TG,0.3
S_VLDL_L,XXL_VLDL_TG,0.3
S_VLDL_PL,XXL_VLDL_TG,0.3
S_VLDL_C,XXL_VLDL_TG,0.3
IDL_TG,XXL_VLDL_TG,0.3
XL_HDL_FC,XXL_VLDL_TG,0.3
L_HDL_TG,XXL_VLDL_TG,0.3
XXL_VLDL_CE_pct,XXL_VLDL_TG,0.3
L_VLDL_CE_pct,XXL_VLDL_TG,0.3
S_VLDL_PL_pct,XXL_VLDL_TG,0.3
IDL_TG_pct,XXL_VLDL_TG,0.3
S_LDL_C_pct,XXL_VLDL_TG,0.3
XXL_VLDL_P,XL_VLDL_P,0.3
XL_VLDL_L,XL_VLDL_P,0.3
XL_VLDL_PL,XL_VLDL_P,0.3
XL_VLDL_FC,XL_VLDL_P,0.3
XL_VLDL_TG,XL_VLDL_P,0.3
L_VLDL_P,XL_VLDL_P,0.3
L_VLDL_PL,XL_VLDL_P,0.3
L_VLDL_FC,XL_VLDL_P,0.3
IDL_PL,XL_VLDL_P,0.3
S_LDL_TG,XL_VLDL_P,0.3
S_HDL_TG,XL_VLDL_P,0.3
Total_TG,XL_VLDL_L,0.3
VLDL_TG,XL_VLDL_L,0.3
VLDL_PL,XL_VLDL_L,0.3
VLDL_size,XL_VLDL_L,0.3
TG_by_PG,XL_VLDL_L,0.3
XXL_VLDL_L,XL_VLDL_L,0.3
XXL_VLDL_TG,XL_VLDL_L,0.3
XL_VLDL_P,XL_VLDL_L,0.3
XL_VLDL_PL,XL_VLDL_L,0.3
XL_VLDL_C,XL_VLDL_L,0.3
XL_VLDL_FC,XL_VLDL_L,0.3
XL_VLDL_TG,XL_VLDL_L,0.3
L_VLDL_L,XL_VLDL_L,0.3
L_VLDL_PL,XL_VLDL_L,0.3
L_VLDL_FC,XL_VLDL_L,0.3
L_VLDL_TG,XL_VLDL_L,0.3
VLDL_PL,XL_VLDL_PL,0.3
VLDL_FC,XL_VLDL_PL,0.3
XXL_VLDL_P,XL_VLDL_PL,0.3
XXL_VLDL_L,XL_VLDL_PL,0.3
XXL_VLDL_TG,XL_VLDL_PL,0.3
XL_VLDL_P,XL_VLDL_PL,0.3
XL_VLDL_L,XL_VLDL_PL,0.3
XL_VLDL_C,XL_VLDL_PL,0.3
XL_VLDL_FC,XL_VLDL_PL,0.3
XL_VLDL_TG,XL_VLDL_PL,0.3
L_VLDL_P,XL_VLDL_PL,0.3
L_VLDL_PL,XL_VLDL_PL,0.3
L_VLDL_FC,XL_VLDL_PL,0.3
M_HDL_CE,XL_VLDL_PL,0.3
VLDL_PL,XL_VLDL_C,0.3
VLDL_FC,XL_VLDL_C,0.3
XXL_VLDL_C,XL_VLDL_C,0.3
XXL_VLDL_CE,XL_VLDL_C,0.3
XL_VLDL_L,XL_VLDL_C,0.3
XL_VLDL_PL,XL_VLDL_C,0.3
XL_VLDL_CE,XL_VLDL_C,0.3
XL_VLDL_FC,XL_VLDL_C,0.3
L_VLDL_PL,XL_VLDL_C,0.3
L_VLDL_C,XL_VLDL_C,0.3
L_VLDL_CE,XL_VLDL_C,0.3
L_VLDL_FC,XL_VLDL_C,0.3
M_VLDL_P,XL_VLDL_C,0.3
M_HDL_FC,XL_VLDL_C,0.3
VLDL_CE,XL_VLDL_CE,0.3
XXL_VLDL_CE,XL_VLDL_CE,0.3
XL_VLDL_C,XL_VLDL_CE,0.3
L_VLDL_PL,XL_VLDL_CE,0.3
L_VLDL_C,XL_VLDL_CE,0.3
L_VLDL_CE,XL_VLDL_CE,0.3
L_VLDL_FC,XL_VLDL_CE,0.3
M_VLDL_P,XL_VLDL_CE,0.3
M_VLDL_PL,XL_VLDL_CE,0.3
S_LDL_CE,XL_VLDL_CE,0.3
L_HDL_PL,XL_VLDL_CE,0.3
M_HDL_FC,XL_VLDL_CE,0.3
XS_VLDL_PL_pct,XL_VLDL_CE,0.3
S_LDL_C_pct,XL_VLDL_CE,0.3
S_HDL_FC_pct,XL_VLDL_CE,0.3
VLDL_PL,XL_VLDL_FC,0.3
VLDL_FC,XL_VLDL_FC,0.3
XXL_VLDL_P,XL_VLDL_FC,0.3
XXL_VLDL_L,XL_VLDL_FC,0.3
XXL_VLDL_PL,XL_VLDL_FC,0.3
XXL_VLDL_C,XL_VLDL_FC,0.3
XXL_VLDL_FC,XL_VLDL_FC,0.3
XL_VLDL_P,XL_VLDL_FC,0.3
XL_VLDL_L,XL_VLDL_FC,0.3
XL_VLDL_PL,XL_VLDL_FC,0.3
XL_VLDL_C,XL_VLDL_FC,0.3
L_VLDL_P,XL_VLDL_FC,0.3
L_VLDL_PL,XL_VLDL_FC,0.3
L_VLDL_FC,XL_VLDL_FC,0.3
S_HDL_C,XL_VLDL_FC,0.3
Total_TG,XL_VLDL_TG,0.3
VLDL_TG,XL_VLDL_TG,0.3
Omega_6_pct,XL_VLDL_TG,0.3
SFA_pct,XL_VLDL_TG,0.3
XXL_VLDL_TG,XL_VLDL_TG,0.3
XL_VLDL_P,XL_VLDL_TG,0.3
XL_VLDL_L,XL_VLDL_TG,0.3
XL_VLDL_PL,XL_VLDL_TG,0.3
L_VLDL_P,XL_VLDL_TG,0.3
L_VLDL_TG,XL_VLDL_TG,0.3
M_VLDL_CE,XL_VLDL_TG,0.3
S_LDL_TG,XL_VLDL_TG,0.3
L_VLDL_TG_pct,XL_VLDL_TG,0.3
VLDL_P,L_VLDL_P,0.3
XL_VLDL_P,L_VLDL_P,0.3
XL_VLDL_PL,L_VLDL_P,0.3
XL_VLDL_FC,L_VLDL_P,0.3
XL_VLDL_TG,L_VLDL_P,0.3
L_VLDL_PL,L_VLDL_P,0.3
L_VLDL_C,L_VLDL_P,0.3
L_VLDL_FC,L_VLDL_P,0.3
L_VLDL_TG,L_VLDL_P,0.3
M_VLDL_P,L_VLDL_P,0.3
M_VLDL_TG,L_VLDL_P,0.3
S_VLDL_TG,L_VLDL_P,0.3
XS_VLDL_CE,L_VLDL_P,0.3
S_LDL_TG,L_VLDL_P,0.3
Total_TG,L_VLDL_L,0.3
VLDL_TG,L_VLDL_L,0.3
VLDL_size,L_VLDL_L,0.3
TG_by_PG,L_VLDL_L,0.3
XL_VLDL_L,L_VLDL_L,0.3
L_VLDL_PL,L_VLDL_L,0.3
L_VLDL_C,L_VLDL_L,0.3
L_VLDL_FC,L_VLDL_L,0.3
L_VLDL_TG,L_VLDL_L,0.3
M_VLDL_L,L_VLDL_L,0.3
M_VLDL_TG,L_VLDL_L,0.3
XS_VLDL_FC_pct,L_VLDL_L,0.3
M_LDL_CE_pct,L_VLDL_L,0.3
VLDL_PL,L_VLDL_PL,0.3
VLDL_P,L_VLDL_PL,0.3
TG_by_PG,L_VLDL_PL,0.3
XL_VLDL_P,L_VLDL_PL,0.3
XL_VLDL_L,L_VLDL_PL,0.3
XL_VLDL_PL,L_VLDL_PL,0.3
XL_VLDL_C,L_VLDL_PL,0.3
XL_VLDL_CE,L_VLDL_PL,0.3
XL_VLDL_FC,L_VLDL_PL,0.3
L_VLDL_P,L_VLDL_PL,0.3
L_VLDL_L,L_VLDL_PL,0.3
L_VLDL_C,L_VLDL_PL,0.3
L_VLDL_FC,L_VLDL_PL,0.3
L_VLDL_TG,L_VLDL_PL,0.3
M_VLDL_TG,L_VLDL_PL,0.3
L_HDL_P,L_VLDL_PL,0.3
M_HDL_CE,L_VLDL_PL,0.3
S_HDL_TG,L_VLDL_PL,0.3
IDL_FC_pct,L_VLDL_PL,0.3
VLDL_PL,L_VLDL_C,0.3
VLDL_FC,L_VLDL_C,0.3
HDL_FC,L_VLDL_C,0.3
VLDL_P,L_VLDL_C,0.3
XL_VLDL_C,L_VLDL_C,0.3
XL_VLDL_CE,L_VLDL_C,0.3
L_VLDL_P,L_VLDL_C,0.3
L_VLDL_L,L_VLDL_C,0.3
L_VLDL_PL,L_VLDL_C,0.3
L_VLDL_CE,L_VLDL_C,0.3
L_VLDL_FC,L_VLDL_C,0.3
M_VLDL_P,L_VLDL_C,0.3
M_VLDL_TG,L_VLDL_C,0.3
S_VLDL_P,L_VLDL_C,0.3
VLDL_C,L_VLDL_CE,0.3
VLDL_CE,L_VLDL_CE,0.3
LDL_FC,L_VLDL_CE,0.3
VLDL_P,L_VLDL_CE,0.3
PUFA_pct,L_VLDL_CE,0.3
SFA_pct,L_VLDL_CE,0.3
XL_VLDL_C,L_VLDL_CE,0.3
XL_VLDL_CE,L_VLDL_CE,0.3
L_VLDL_C,L_VLDL_CE,0.3
M_VLDL_P,L_VLDL_CE,0.3
M_VLDL_L,L_VLDL_CE,0.3
M_VLDL_PL,L_VLDL_CE,0.3
M_VLDL_FC,L_VLDL_CE,0.3
S_VLDL_P,L_VLDL_CE,0.3
S_VLDL_L,L_VLDL_CE,0.3
IDL_L,L_VLDL_CE,0.3
L_LDL_TG,L_VLDL_CE,0.3
S_LDL_PL,L_VLDL_CE,0.3
XS_VLDL_FC_pct,L_VLDL_CE,0.3
M_HDL_TG_pct,L_VLDL_CE,0.3
S_HDL_C_pct,L_VLDL_CE,0.3
XL_VLDL_P,L_VLDL_FC,0.3
XL_VLDL_L,L_VLDL_FC,0.3
XL_VLDL_PL,L_VLDL_FC,0.3
XL_VLDL_C,L_VLDL_FC,0.3
XL_VLDL_CE,L_VLDL_FC,0.3
XL_VLDL_FC,L_VLDL_FC,0.3
L_VLDL_P,L_VLDL_FC,0.3
L_VLDL_L,L_VLDL_FC,0.3
L_VLDL_PL,L_VLDL_FC,0.3
L_VLDL_C,L_VLDL_FC,0.3
M_VLDL_P,L_VLDL_FC,0.3
M_VLDL_TG,L_VLDL_FC,0.3
M_LDL_CE,L_VLDL_FC,0.3
L_HDL_L,L_VLDL_FC,0.3
L_HDL_PL,L_VLDL_FC,0.3
VLDL_TG,L_VLDL_TG,0.3
XL_VLDL_L,L_VLDL_TG,0.3
XL_VLDL_TG,L_VLDL_TG,0.3
L_VLDL_P,L_VLDL_TG,0.3
L_VLDL_L,L_VLDL_TG,0.3
L_VLDL_PL,L_VLDL_TG,0.3
M_VLDL_CE,L_VLDL_TG,0.3
M_VLDL_TG,L_VLDL_TG,0.3
S_VLDL_CE,L_VLDL_TG,0.3
XS_VLDL_P,L_VLDL_TG,0.3
IDL_PL,L_VLDL_TG,0.3
L_VLDL_TG_pct,L_VLDL_TG,0.3
S_VLDL_CE_pct,L_VLDL_TG,0.3
XS_VLDL_FC_pct,L_VLDL_TG,0.3
IDL_CE_pct,L_VLDL_TG,0.3
M_LDL_CE_pct,L_VLDL_TG,0.3
M_LDL_TG_pct,L_VLDL_TG,0.3
S_LDL_CE_pct,L_VLDL_TG,0.3
M_HDL_FC_pct,L_VLDL_TG,0.3
Total_P,M_VLDL_P,0.3
VLDL_P,M_VLDL_P,0.3
LDL_P,M_VLDL_P,0.3
XL_VLDL_C,M_VLDL_P,0.3
XL_VLDL_CE,M_VLDL_P,0.3
L_VLDL_P,M_VLDL_P,0.3
L_VLDL_C,M_VLDL_P,0.3
L_VLDL_CE,M_VLDL_P,0.3
L_VLDL_FC,M_VLDL_P,0.3
M_VLDL_L,M_VLDL_P,0.3
M_VLDL_PL,M_VLDL_P,0.3
M_VLDL_FC,M_VLDL_P,0.3
S_VLDL_PL,M_VLDL_P,0.3
S_VLDL_FC,M_VLDL_P,0.3
L_LDL_P,M_VLDL_P,0.3
M_LDL_P,M_VLDL_P,0.3
S_LDL_P,M_VLDL_P,0.3
L_VLDL_FC_pct,M_VLDL_P,0.3
M_VLDL_PL_pct,M_VLDL_P,0.3
L_LDL_TG_pct,M_VLDL_P,0.3
non_HDL_C,M_VLDL_L,0.3
Total_L,M_VLDL_L,0.3
VLDL_L,M_VLDL_L,0.3
ApoB,M_VLDL_L,0.3
LA,M_VLDL_L,0.3
XXL_VLDL_P,M_VLDL_L,0.3
XXL_VLDL_PL,M_VLDL_L,0.3
L_VLDL_L,M_VLDL_L,0.3
L_VLDL_CE,M_VLDL_L,0.3
M_VLDL_P,M_VLDL_L,0.3
M_VLDL_PL,M_VLDL_L,0.3
M_VLDL_FC,M_VLDL_L,0.3
M_VLDL_TG,M_VLDL_L,0.3
S_VLDL_L,M_VLDL_L,0.3
S_VLDL_PL,M_VLDL_L,0.3
IDL_FC_pct,M_VLDL_L,0.3
L_LDL_TG_pct,M_VLDL_L,0.3
M_LDL_TG_pct,M_VLDL_L,0.3
VLDL_C,M_VLDL_PL,0.3
Total_FC,M_VLDL_PL,0.3
VLDL_FC,M_VLDL_PL,0.3
VLDL_P,M_VLDL_PL,0.3
ApoB,M_VLDL_PL,0.3
XL_VLDL_CE,M_VLDL_PL,0.3
L_VLDL_CE,M_VLDL_PL,0.3
M_VLDL_P,M_VLDL_PL,0.3
M_VLDL_L,M_VLDL_PL,0.3
M_VLDL_C,M_VLDL_PL,0.3
M_VLDL_FC,M_VLDL_PL,0.3
S_VLDL_PL,M_VLDL_PL,0.3
S_VLDL_FC,M_VLDL_PL,0.3
L_LDL_P,M_VLDL_PL,0.3
L_VLDL_FC_pct,M_VLDL_PL,0.3
VLDL_C,M_VLDL_C,0.3
VLDL_CE,M_VLDL_C,0.3
Total_FC,M_VLDL_C,0.3
ApoB,M_VLDL_C,0.3
ApoB_by_ApoA1,M_VLDL_C,0.3
M_VLDL_PL,M_VLDL_C,0.3
M_VLDL_CE,M_VLDL_C,0.3
M_VLDL_FC,M_VLDL_C,0.3
S_VLDL_FC,M_VLDL_C,0.3
L_LDL_P,M_VLDL_C,0.3
L_LDL_TG,M_VLDL_C,0.3
M_LDL_TG,M_VLDL_C,0.3
L_LDL_TG_pct,M_VLDL_C,0.3
VLDL_CE,M_VLDL_CE,0.3
Total_FC,M_VLDL_CE,0.3
LDL_P,M_VLDL_CE,0.3
LA_pct,M_VLDL_CE,0.3
XL_VLDL_TG,M_VLDL_CE,0.3
L_VLDL_TG,M_VLDL_CE,0.3
M_VLDL_C,M_VLDL_CE,0.3
M_VLDL_FC,M_VLDL_CE,0.3
S_VLDL_C,M_VLDL_CE,0.3
S_VLDL_FC,M_VLDL_CE,0.3
XS_VLDL_CE,M_VLDL_CE,0.3
IDL_P,M_VLDL_CE,0.3
IDL_PL,M_VLDL_CE,0.3
L_LDL_P,M_VLDL_CE,0.3
M_LDL_TG,M_VLDL_CE,0.3
S_HDL_TG,M_VLDL_CE,0.3
M_VLDL_TG_pct,M_VLDL_CE,0.3
IDL_PL_pct,M_VLDL_CE,0.3
L_LDL_PL_pct,M_VLDL_CE,0.3
M_LDL_PL_pct,M_VLDL_CE,0.3
L_HDL_CE_pct,M_VLDL_CE,0.3
S_HDL_CE_pct,M_VLDL_CE,0.3
Total_FC,M_VLDL_FC,0.3
VLDL_FC,M_VLDL_FC,0.3
VLDL_P,M_VLDL_FC,0.3
L_VLDL_CE,M_VLDL_FC,0.3
M_VLDL_P,M_VLDL_FC,0.3
M_VLDL_L,M_VLDL_FC,0.3
M_VLDL_PL,M_VLDL_FC,0.3
M_VLDL_C,M_VLDL_FC,0.3
M_VLDL_CE,M_VLDL_FC,0.3
S_VLDL_PL,M_VLDL_FC,0.3
S_VLDL_FC,M_VLDL_FC,0.3
XS_VLDL_FC_pct,M_VLDL_FC,0.3
L_LDL_TG_pct,M_VLDL_FC,0.3
Total_TG,M_VLDL_TG,0.3
XXL_VLDL_PL,M_VLDL_TG,0.3
XXL_VLDL_FC,M_VLDL_TG,0.3
XXL_VLDL_TG,M_VLDL_TG,0.3
L_VLDL_P,M_VLDL_TG,0.3
L_VLDL_L,M_VLDL_TG,0.3
L_VLDL_PL,M_VLDL_TG,0.3
L_VLDL_C,M_VLDL_TG,0.3
L_VLDL_FC,M_VLDL_TG,0.3
L_VLDL_TG,M_VLDL_TG,0.3
M_VLDL_L,M_VLDL_TG,0.3
S_VLDL_TG,M_VLDL_TG,0.3
XS_VLDL_CE,M_VLDL_TG,0.3
L_VLDL_FC_pct,M_VLDL_TG,0.3
M_VLDL_TG_pct,M_VLDL_TG,0.3
S_VLDL_CE_pct,M_VLDL_TG,0.3
IDL_FC_pct,M_VLDL_TG,0.3
L_LDL_CE_pct,M_VLDL_TG,0.3
VLDL_P,S_VLDL_P,0.3
XXL_VLDL_TG,S_VLDL_P,0.3
L_VLDL_C,S_VLDL_P,0.3
L_VLDL_CE,S_VLDL_P,0.3
S_VLDL_L,S_VLDL_P,0.3
S_VLDL_PL,S_VLDL_P,0.3
S_VLDL_C,S_VLDL_P,0.3
S_VLDL_CE,S_VLDL_P,0.3
S_VLDL_FC,S_VLDL_P,0.3
S_VLDL_TG,S_VLDL_P,0.3
XS_VLDL_TG,S_VLDL_P,0.3
IDL_CE,S_VLDL_P,0.3
XS_VLDL_CE_pct,S_VLDL_P,0.3
S_HDL_PL_pct,S_VLDL_P,0.3
VLDL_PL,S_VLDL_L,0.3
VLDL_P,S_VLDL_L,0.3
XXL_VLDL_TG,S_VLDL_L,0.3
L_VLDL_CE,S_VLDL_L,0.3
M_VLDL_L,S_VLDL_L,0.3
S_VLDL_P,S_VLDL_L,0.3
S_VLDL_PL,S_VLDL_L,0.3
S_VLDL_C,S_VLDL_L,0.3
S_VLDL_CE,S_VLDL_L,0.3
S_VLDL_FC,S_VLDL_L,0.3
S_VLDL_TG,S_VLDL_L,0.3
XS_VLDL_TG,S_VLDL_L,0.3
XL_HDL_FC,S_VLDL_L,0.3
L_LDL_FC_pct,S_VLDL_L,0.3
XL_HDL_TG_pct,S_VLDL_L,0.3
S_HDL_TG_pct,S_VLDL_L,0.3
VLDL_P,S_VLDL_PL,0.3
LDL_P,S_VLDL_PL,0.3
ApoB,S_VLDL_PL,0.3
XXL_VLDL_TG,S_VLDL_PL,0.3
M_VLDL_P,S_VLDL_PL,0.3
M_VLDL_L,S_VLDL_PL,0.3
M_VLDL_PL,S_VLDL_PL,0.3
M_VLDL_FC,S_VLDL_PL,0.3
S_VLDL_P,S_VLDL_PL,0.3
S_VLDL_L,S_VLDL_PL,0.3
S_VLDL_C,S_VLDL_PL,0.3
S_VLDL_CE,S_VLDL_PL,0.3
S_VLDL_FC,S_VLDL_PL,0.3
L_LDL_P,S_VLDL_PL,0.3
M_LDL_PL,S_VLDL_PL,0.3
S_HDL_PL_pct,S_VLDL_PL,0.3
VLDL_C,S_VLDL_C,0.3
VLDL_CE,S_VLDL_C,0.3
ApoB,S_VLDL_C,0.3
ApoB_by_ApoA1,S_VLDL_C,0.3
XXL_VLDL_TG,S_VLDL_C,0.3
M_VLDL_CE,S_VLDL_C,0.3
S_VLDL_P,S_VLDL_C,0.3
S_VLDL_L,S_VLDL_C,0.3
S_VLDL_PL,S_VLDL_C,0.3
S_VLDL_CE,S_VLDL_C,0.3
S_VLDL_FC,S_VLDL_C,0.3
XS_VLDL_FC,S_VLDL_C,0.3
XL_HDL_FC,S_VLDL_C,0.3
S_VLDL_CE_pct,S_VLDL_C,0.3
S_HDL_PL_pct,S_VLDL_C,0.3
VLDL_CE,S_VLDL_CE,0.3
VLDL_P,S_VLDL_CE,0.3
L_VLDL_TG,S_VLDL_CE,0.3
S_VLDL_P,S_VLDL_CE,0.3
S_VLDL_L,S_VLDL_CE,0.3
S_VLDL_PL,S_VLDL_CE,0.3
S_VLDL_C,S_VLDL_CE,0.3
S_VLDL_FC,S_VLDL_CE,0.3
XS_VLDL_P,S_VLDL_CE,0.3
XS_VLDL_PL,S_VLDL_CE,0.3
XL_HDL_FC,S_VLDL_CE,0.3
L_HDL_PL,S_VLDL_CE,0.3
L_HDL_FC,S_VLDL_CE,0.3
S_HDL_TG,S_VLDL_CE,0.3
S_VLDL_PL_pct,S_VLDL_CE,0.3
S_VLDL_CE_pct,S_VLDL_CE,0.3
IDL_CE_pct,S_VLDL_CE,0.3
L_LDL_PL_pct,S_VLDL_CE,0.3
LDL_P,S_VLDL_FC,0.3
XXL_VLDL_P,S_VLDL_FC,0.3
M_VLDL_P,S_VLDL_FC,0.3
M_VLDL_PL,S_VLDL_FC,0.3
M_VLDL_C,S_VLDL_FC,0.3
M_VLDL_CE,S_VLDL_FC,0.3
M_VLDL_FC,S_VLDL_FC,0.3
S_VLDL_P,S_VLDL_FC,0.3
S_VLDL_L,S_VLDL_FC,0.3
S_VLDL_PL,S_VLDL_FC,0.3
S_VLDL_C,S_VLDL_FC,0.3
S_VLDL_CE,S_VLDL_FC,0.3
L_LDL_P,S_VLDL_FC,0.3
L_LDL_PL,S_VLDL_FC,0.3
M_LDL_P,S_VLDL_FC,0.3
Total_TG,S_VLDL_TG,0.3
Omega_3,S_VLDL_TG,0.3
L_VLDL_P,S_VLDL_TG,0.3
M_VLDL_TG,S_VLDL_TG,0.3
S_VLDL_P,S_VLDL_TG,0.3
S_VLDL_L,S_VLDL_TG,0.3
XS_VLDL_CE,S_VLDL_TG,0.3
XS_VLDL_TG,S_VLDL_TG,0.3
IDL_P,S_VLDL_TG,0.3
IDL_FC,S_VLDL_TG,0.3
XL_HDL_TG,S_VLDL_TG,0.3
S_HDL_TG,S_VLDL_TG,0.3
S_VLDL_CE_pct,S_VLDL_TG,0.3
S_VLDL_TG_pct,S_VLDL_TG,0.3
XS_VLDL_TG_pct,S_VLDL_TG,0.3
XL_HDL_FC_pct,S_VLDL_TG,0.3
VLDL_P,XS_VLDL_P,0.3
VLDL_size,XS_VLDL_P,0.3
LDL_size,XS_VLDL_P,0.3
SFA_pct,XS_VLDL_P,0.3
L_VLDL_TG,XS_VLDL_P,0.3
S_VLDL_CE,XS_VLDL_P,0.3
XS_VLDL_L,XS_VLDL_P,0.3
XS_VLDL_PL,XS_VLDL_P,0.3
XS_VLDL_C,XS_VLDL_P,0.3
XS_VLDL_CE,XS_VLDL_P,0.3
XS_VLDL_FC,XS_VLDL_P,0.3
IDL_P,XS_VLDL_P,0.3
IDL_TG,XS_VLDL_P,0.3
IDL_CE_pct,XS_VLDL_P,0.3
VLDL_C,XS_VLDL_L,0.3
VLDL_CE,XS_VLDL_L,0.3
Phosphatidylc,XS_VLDL_L,0.3
XS_VLDL_P,XS_VLDL_L,0.3
XS_VLDL_PL,XS_VLDL_L,0.3
XS_VLDL_C,XS_VLDL_L,0.3
XS_VLDL_CE,XS_VLDL_L,0.3
XS_VLDL_FC,XS_VLDL_L,0.3
XS_VLDL_TG,XS_VLDL_L,0.3
IDL_L,XS_VLDL_L,0.3
IDL_PL,XS_VLDL_L,0.3
IDL_TG,XS_VLDL_L,0.3
M_HDL_TG,XS_VLDL_L,0.3
